45.500000,23.180000,20.459999,7.240000,22.879999,40.619999,56.660000,108.979996,87.180000,31.760000,22.600000,22.879999,21.400000,18.799999,16.180000,12.540000,12.000000,10.219999,10.219999,7.240000,6.260000,10.860000,7.240000,17.359999,21.100000,19.820000,28.719999,26.599998,28.959999,13.040000,10.219999,13.040000,12.540000,15.339999,14.020000,12.540000,10.219999,8.080000,3.620000,0.000000,0.000000,3.620000,6.260000,7.240000,8.860000,10.219999,11.440000,12.540000,13.040000,14.020000,14.920000,15.339999,15.339999,14.920000,14.480000,14.020000,14.020000,13.540000,13.540000,13.540000,13.040000,13.040000,13.040000,13.040000
16.180000,14.920000,17.359999,18.459999,16.980000,15.780000,13.040000,10.860000,9.559999,8.860000,7.240000,6.260000,5.100000,3.620000,12.000000,13.040000,7.240000,0.000000,6.260000,16.580000,20.459999,13.540000,17.359999,12.540000,14.920000,14.480000,14.020000,14.920000,16.180000,14.480000,14.480000,11.440000,7.240000,3.620000,0.000000,0.000000,0.000000,0.000000,3.620000,6.260000,8.080000,10.219999,11.440000,12.540000,13.040000,13.040000,13.040000,12.540000,12.540000,12.000000,11.440000,11.440000,10.860000,10.219999,10.860000,10.860000,11.440000,11.440000,10.860000,9.559999,8.080000,7.240000,6.260000,6.260000
30.500000,26.340000,16.580000,18.459999,16.180000,16.580000,15.780000,14.020000,8.860000,8.080000,7.240000,3.620000,5.100000,5.100000,3.620000,3.620000,0.000000,6.260000,9.559999,10.860000,7.240000,13.040000,10.860000,9.559999,8.080000,9.559999,9.559999,5.100000,5.100000,3.620000,5.100000,0.000000,8.080000,3.620000,5.100000,6.260000,10.219999,7.240000,8.080000,8.860000,5.100000,8.080000,8.860000,6.260000,3.620000,3.620000,5.100000,7.240000,7.240000,8.080000,9.559999,10.219999,10.219999,10.219999,9.559999,10.219999,10.219999,10.860000,10.860000,10.860000,11.440000,11.440000,11.440000,11.440000
14.020000,11.440000,13.540000,17.719999,16.180000,15.339999,15.339999,14.020000,12.540000,10.219999,7.240000,5.100000,5.100000,6.260000,8.080000,10.860000,14.480000,15.780000,16.980000,15.780000,14.920000,14.920000,12.540000,8.860000,7.240000,6.260000,3.620000,3.620000,3.620000,3.620000,5.100000,6.260000,6.260000,8.080000,6.260000,10.219999,9.559999,15.339999,10.219999,6.260000,7.240000,3.620000,3.620000,6.260000,6.260000,3.620000,0.000000,6.260000,3.620000,8.860000,8.080000,10.219999,8.860000,8.860000,5.100000,7.240000,3.620000,5.100000,3.620000,0.000000,3.620000,5.100000,3.620000,3.620000
54.059998,31.340000,22.020000,23.180000,19.820000,21.100000,17.719999,18.799999,16.980000,14.480000,11.440000,8.080000,7.240000,5.100000,5.100000,3.620000,3.620000,5.100000,3.620000,5.100000,3.620000,6.260000,5.100000,7.240000,7.240000,7.240000,7.240000,8.080000,8.860000,8.860000,10.219999,11.440000,9.559999,10.219999,8.860000,8.080000,7.240000,7.240000,6.260000,3.620000,0.000000,0.000000,0.000000,0.000000,5.100000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,3.620000,3.620000,5.100000,5.100000,7.240000,7.240000,6.260000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000
22.020000,19.139999,16.180000,11.440000,8.860000,8.080000,8.860000,11.440000,9.559999,3.620000,5.100000,10.219999,18.100000,22.600000,19.820000,11.440000,14.020000,18.459999,13.540000,14.920000,16.180000,15.339999,16.180000,12.540000,16.180000,10.219999,10.860000,19.139999,11.440000,10.219999,8.080000,14.480000,8.860000,11.440000,10.219999,8.080000,5.100000,12.540000,6.260000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,3.620000,5.100000,7.240000,8.080000,9.559999,10.219999,11.440000,12.000000,12.000000,12.540000,12.540000,12.540000,12.540000,12.540000,12.540000
21.400000,14.480000,19.139999,13.540000,15.339999,14.480000,14.920000,17.719999,17.359999,17.719999,15.780000,16.980000,18.799999,14.920000,14.920000,12.540000,10.219999,7.240000,9.559999,5.100000,5.100000,9.559999,13.540000,6.260000,9.559999,8.860000,3.620000,10.219999,6.260000,12.000000,9.559999,5.100000,6.260000,0.000000,5.100000,5.100000,7.240000,7.240000,5.100000,6.260000,5.100000,3.620000,5.100000,7.240000,6.260000,3.620000,3.620000,5.100000,3.620000,3.620000,6.260000,6.260000,6.260000,8.080000,8.860000,8.860000,8.080000,7.240000,7.240000,7.240000,7.240000,6.260000,6.260000,5.100000
22.020000,21.719999,19.139999,15.780000,14.920000,18.459999,19.820000,22.020000,20.779999,20.139999,20.459999,19.139999,16.580000,13.040000,10.860000,5.100000,5.100000,5.100000,0.000000,3.620000,3.620000,5.100000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,6.260000,6.260000,6.260000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,5.100000,5.100000,6.260000,7.240000,8.080000,8.860000,9.559999,9.559999,10.219999,10.860000,10.860000,10.860000,10.860000,10.860000,10.219999,10.219999,10.219999,9.559999,8.860000,8.860000,8.080000,7.240000
76.379997,89.919998,72.400002,26.099998,22.879999,19.480000,18.459999,20.139999,16.980000,15.339999,12.000000,8.080000,10.219999,8.860000,5.100000,6.260000,5.100000,5.100000,8.860000,11.440000,12.000000,13.540000,10.860000,13.540000,10.219999,7.240000,3.620000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,5.100000,5.100000,3.620000,0.000000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,6.260000,6.260000,7.240000,8.080000,8.080000,8.860000,9.559999,10.860000,10.860000,10.860000,10.860000,11.440000,11.440000,11.440000,11.440000,11.440000,10.860000,10.219999
28.500000,25.080000,18.100000,15.339999,13.040000,10.219999,8.860000,7.240000,7.240000,8.860000,10.219999,9.559999,10.860000,10.860000,10.860000,10.860000,10.860000,10.219999,9.559999,10.219999,0.000000,3.620000,0.000000,0.000000,8.860000,8.860000,5.100000,0.000000,0.000000,0.000000,3.620000,6.260000,9.559999,11.440000,13.040000,14.480000,15.339999,16.580000,16.180000,16.980000,16.180000,15.780000,15.339999,14.920000,14.020000,13.540000,12.540000,12.000000,11.440000,10.860000,10.219999,9.559999,8.860000,8.080000,7.240000,7.240000,6.260000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000
